FAC_ID,FAC_NAME,OP_BA_ID,OPERATOR,SUB_CODE,FAC_SUB_TY,LIC_NUMBER,LIC_TYPE,EDCT_TYPE,EDCT_DESCR,LIC_BA_ID,LICENSEE,FAC_STATUS,LOC_SOURCE,icon_url
ABBT8870216,Wincan Swan Hills 10-24,A6CG,Highwood Oil Company Ltd.,"311",Crude Oil Single-Well Battery,"0135686",W,,,A6CG,Highwood Oil Company Ltd.,Active,Well Licence,./0.png
ABBT8870219,First Dev Swanh 10-25,0XF2,Dark Energy Ltd.,"311",Crude Oil Single-Well Battery,"0136330",W,,,0XF2,Dark Energy Ltd.,Active,Well Licence,./0.png
ABBT0134901,Arcan 11-27 Hz Swanh 11-28-068-09,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0452319",W,"150",Multi Well Pad =0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT9980599,Cutbank Swan Hills 6-29,"0D24",Prince Resource Corporation,"311",Crude Oil Single-Well Battery,"0111657",W,,,"0D24",Prince Resource Corporation,Suspended,Well Licence,./0.png
ABBT0140302,Aspenleaf 15-4 Hz 03 Swanh 3-10-68-8,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0475082",W,"150",Multi Well Pad =0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0140396,Aspenleaf 15-4 Hz Swanh 14-3-68-8,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0466499",W,"150",Multi Well Pad =0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0147503,Aspenleaf 100hz Swanh 3-29-68-09,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0483065",W,"150",Multi Well Pad =0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0156123,Ethel Swb 03/02-10-68-08w5,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0492660",W,"150",Multi Well Pad =0.00,A74X,Aspenleaf Energy Limited,Active,Well Licence,./0.png
ABBT0155849,Morse River 16-04-067-09w5 Swb,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0495295",W,"150",Multi Well Pad =0.00,A74X,Aspenleaf Energy Limited,Active,Well Licence,./0.png
ABBT8870011,Cwcp Swan Hills 10-24-69-10,0LP6,Cwcp Resources Inc.,"311",Crude Oil Single-Well Battery,"0082979",W,,,A73W,Enercapita Energy Ltd.,Suspended,Well Licence,./0.png
ABBT8870014,Colin Swan Hills 10-17,A7G2,Ridgeback Resources Inc.,"311",Crude Oil Single-Well Battery,"0075874",W,,,A7G2,Ridgeback Resources Inc.,Active,Well Licence,./0.png
ABBT8870015,Shell Swan Hills 10-6-69-6,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0084486",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT8870023,Chauvco Swan Hills 5-15,A7G2,Ridgeback Resources Inc.,"311",Crude Oil Single-Well Battery,"0056214",W,,,A7G2,Ridgeback Resources Inc.,Active,Well Licence,./0.png
ABBT8870026,First Dev Swanh,0XF2,Dark Energy Ltd.,"311",Crude Oil Single-Well Battery,"0105684",W,,,0XF2,Dark Energy Ltd.,Active,Well Licence,./0.png
ABBT8870042,Surat Swann Hills 10-33-68=10,A2PZ,KinMerc Oil & Gas Inc.,"311",Crude Oil Single-Well Battery,"0111745",W,,,A2PZ,KinMerc Oil & Gas Inc.,Suspended,Well Licence,./0.png
ABBT8870143,Imperial Deer Mountain 2-19,A5G3,ConocoPhillips Canada Resources Corp.,"311",Crude Oil Single-Well Battery,"0025394",W,,,A7G2,Ridgeback Resources Inc.,Suspended,Well Licence,./0.png
ABBT8870168,Colgas Swan Hills 12-03,0HE9,Canadian Natural Resources Limited,"311",Crude Oil Single-Well Battery,"0119443",W,,,0HE9,Canadian Natural Resources Limited,Suspended,Well Licence,./0.png
ABBT8870179,Chauvco Swan Hills 7-12,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0123830",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT8870184,Chauvco Swan Hills 10-1,A6A7,Cardinal Energy Ltd.,"311",Crude Oil Single-Well Battery,"0124915",W,,,A6A7,Cardinal Energy Ltd.,Active,Well Licence,./0.png
ABBT8870194,Twin Butte Swan Hills 2/4-17-69-10w5,A7N3,Acquisition Oil Corp.,"311",Crude Oil Single-Well Battery,"0127191",W,,,A7N3,Acquisition Oil Corp.,Active,Well Licence,./0.png
ABBT8870205,Chauvco Swan Hills 10-34,A2PZ,KinMerc Oil & Gas Inc.,"311",Crude Oil Single-Well Battery,"0132940",W,,,A2PZ,KinMerc Oil & Gas Inc.,Suspended,Well Licence,./0.png
ABBT8870206,Imperial Swan Hills 4-3,"0007",Imperial Oil Resources Limited,"311",Crude Oil Single-Well Battery,"0119723",W,,,A7N3,Acquisition Oil Corp.,Suspended,Well Licence,./0.png
ABBT8870210,First Dev Swanh 16-24,0XF2,Dark Energy Ltd.,"311",Crude Oil Single-Well Battery,"0133836",W,,,0XF2,Dark Energy Ltd.,Active,Well Licence,./0.png
ABBT8870211,Chauvco Swan Hills 12-35,A7N3,Acquisition Oil Corp.,"311",Crude Oil Single-Well Battery,"0135018",W,,,A7N3,Acquisition Oil Corp.,Active,Well Licence,./0.png
ABBT8870212,Colin Swan Hills 4-1,A7N3,Acquisition Oil Corp.,"311",Crude Oil Single-Well Battery,"0133928",W,,,A7N3,Acquisition Oil Corp.,Suspended,Well Licence,./0.png
ABBT8870213,Chauvco Swan Hills 2-35,A2PZ,KinMerc Oil & Gas Inc.,"311",Crude Oil Single-Well Battery,"0135409",W,"140",Single Well 0.00,A2PZ,KinMerc Oil & Gas Inc.,Suspended,Well Licence,./0.png
ABBT8870002,Kacee Swan Hills 02-35,A6FW,Vermilion Energy Inc.,"311",Crude Oil Single-Well Battery,"0090769",W,,,A6FW,Vermilion Energy Inc.,Suspended,Well Licence,./0.png
ABBT8870006,Comaplex Swan Hills 12-9,A7N3,Acquisition Oil Corp.,"311",Crude Oil Single-Well Battery,"0045196",W,,,A7N3,Acquisition Oil Corp.,Active,Well Licence,./0.png
ABBT8870018,Deer Mt 12-30-68-8w5,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0026971",W,,,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT8870025,First Dev Swan H 10-13-68-9,0XF2,Dark Energy Ltd.,"311",Crude Oil Single-Well Battery,"0101922",W,,,0XF2,Dark Energy Ltd.,Active,Well Licence,./0.png
ABBT8870040,First Dev Swanh 10-9,0XF2,Dark Energy Ltd.,"311",Crude Oil Single-Well Battery,"0107349",W,,,0XF2,Dark Energy Ltd.,Active,Well Licence,./0.png
ABBT8870157,Chauvco Swan Hills 2-23,A7N3,Acquisition Oil Corp.,"311",Crude Oil Single-Well Battery,"0072574",W,,,A7N3,Acquisition Oil Corp.,Suspended,Well Licence,./0.png
ABBT8870169,Surat Swan Hills 10-2,A8EE,Surat Energy Inc.,"311",Crude Oil Single-Well Battery,"0118683",W,,,0ND1,Surat Energy Inc.,Active,Well Licence,./0.png
ABBT8870171,Colin Swan Hills 2-4,A7N3,Acquisition Oil Corp.,"311",Crude Oil Single-Well Battery,"0120582",W,,,A7N3,Acquisition Oil Corp.,Active,Well Licence,./0.png
ABBT8870173,Inverness Swan Hills 4-26,0XF2,Dark Energy Ltd.,"311",Crude Oil Single-Well Battery,"0122556",W,,,0XF2,Dark Energy Ltd.,Active,Well Licence,./0.png
ABBT8870180,First Dev Swanh 2-21,0XF2,Dark Energy Ltd.,"311",Crude Oil Single-Well Battery,"0122307",W,,,0XF2,Dark Energy Ltd.,Active,Well Licence,./0.png
ABBT8870198,Colin Swan Hills 10-2,A7G2,Ridgeback Resources Inc.,"311",Crude Oil Single-Well Battery,"0128327",W,,,A7G2,Ridgeback Resources Inc.,Active,Well Licence,./0.png
ABBT8870201,Chauvco Swan Hills 4-35,A7N3,Acquisition Oil Corp.,"311",Crude Oil Single-Well Battery,"0130384",W,,,A7N3,Acquisition Oil Corp.,Suspended,Well Licence,./0.png
ABBT8870207,Colin Swan Hills 4-11,A7G2,Ridgeback Resources Inc.,"311",Crude Oil Single-Well Battery,"0132685",W,,,A7G2,Ridgeback Resources Inc.,Active,Well Licence,./0.png
ABBT8870217,Colin Swan Hills 2-2,A7G2,Ridgeback Resources Inc.,"311",Crude Oil Single-Well Battery,"0136604",W,,,A7G2,Ridgeback Resources Inc.,Active,Well Licence,./0.png
ABBT8870220,Colgas Swan Hills 13-02,A7N3,Acquisition Oil Corp.,"311",Crude Oil Single-Well Battery,"0138933",W,,,A7N3,Acquisition Oil Corp.,Active,Well Licence,./0.png
ABBT0041595,Esso Deermt 12-1,"0007",Imperial Oil Resources Limited,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0042214,Shell Swanh 04-36,0T03,Shell Canada Limited,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0044149,Shell Swan H 10-30,0T03,Shell Canada Limited,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0044272,Mobil Swan Hills 10-20,A68P,Canlin Resources Partnership,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0044328,Sc Swan Hills 13-01,0MN3,Samson Resources Company,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0045293,Colin Swan H,0LP5,International Colin Energy Corporation,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0045294,Colin Swan H,A5G3,ConocoPhillips Canada Resources Corp.,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0045456,Colin Swan H,0LP5,International Colin Energy Corporation,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0045569,Colin Swan H,0LP5,International Colin Energy Corporation,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0045758,Colin Swan H 15-15,0LP5,International Colin Energy Corporation,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0045818,Sc Swan Hills 12-36,0MN3,Samson Resources Company,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0046821,Shell Swan Hills 4-6,0T03,Shell Canada Limited,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0046886,Colin Swan H 9-1,0LP5,International Colin Energy Corporation,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0048169,Colin Et Al Swan Hills 07-06,0LP5,International Colin Energy Corporation,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0048179,Colin Et Al Swan Hills 15-12,0LP5,International Colin Energy Corporation,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0048493,Swan Hills 4-27,A7L1,Razor Energy Corp.,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0057247,Petromet Swan Hills 12-27,"0039",Repsol Oil & Gas Canada Inc.,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0058994,Ice Deer Mtn 10-27-69-9,0LP5,International Colin Energy Corporation,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0062128,Pennwest Swan Hills 2-21,A7L1,Razor Energy Corp.,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0068802,Anderson Swan Hills 07-24,0HE9,Canadian Natural Resources Limited,"371",Gas Test Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0070001,Pci Adams 6-9-71-8,0FH8,Saba Energy Inc.,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0076622,Swan Hills 11-27-66-11w5m Test Batt,0HE9,Canadian Natural Resources Limited,"371",Gas Test Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0079862,Swan Hills 11-27 Gas Test,0HE9,Canadian Natural Resources Limited,"371",Gas Test Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0103744,Pengrowth Swanh Ws 10-6-69-8,A7ND,ACCEL Canada Holdings Limited,"902",Water Source Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT0116383,Swanhills Water Src 04-07-069-08w5/4,A7ND,ACCEL Canada Holdings Limited,"902",Water Source Battery,,,,,,,Active,LSD Centre,./0.png
ABBT0121815,Pennwest Swan Hills,A7L1,Razor Energy Corp.,"381",Drilling and Completing,,,,,,,Active,LSD Centre,./0.png
ABBT0132280,Cpec Hz Swanhills 01-12-69-11w5,A2J6,Crescent Point Energy Corp.,"381",Drilling and Completing,,,,,,,Suspended,LSD Centre,./0.png
ABBT0140201,Lts Deer 100/12-02-069-9w5 Wsb,A7G2,Ridgeback Resources Inc.,"902",Water Source Battery,,,,,,,Active,LSD Centre,./0.png
ABBT8870003,Skywest Swan Hills 10-24-70-11,0EL6,Skywest Resources Corp.,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870004,Ulster Swan Hills 4-4,A2PZ,KinMerc Oil & Gas Inc.,"321",Crude Oil Multiwell Group Battery,,,,,,,Active,LSD Centre,./0.png
ABBT8870007,Colin Swan Hills 7-33,0LP5,International Colin Energy Corporation,"322",Crude Oil Multiwell Proration Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870008,Chauvco Swan Hills 4-9,"0339",Pnrc Oil & Gas Ltd.,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870010,Shell Swan Hills 4-8-69-9,0T03,Shell Canada Limited,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870028,Northstar Swanhills 6-19,A7N3,Acquisition Oil Corp.,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870030,Tri Link Swan Hills 10-4,0RL9,Baytex Energy Ltd.,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870032,Eag Et Al Swanh 10-15-69-11,0M55,American Eagle Petroleums Ltd,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870034,First Dev Et Al Swanh 10-29-68-9,0BL9,Cube Energy Corp.,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870035,Home Unit Inverness Swanh 7-14-68-10,0HE9,Canadian Natural Resources Limited,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870041,Dex Swan Hills 12-27,0GZ2,Dexx Energy Corporation,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870127,Enerplus Swanh (hse Mtn) 10-34,0AW4,Paramount Resources Ltd.,"322",Crude Oil Multiwell Proration Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870144,Imperial Swan Hills 12-16,"0007",Imperial Oil Resources Limited,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870155,Shell Swan Hills 12-6-69-9,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870159,Tri Link Swan Hills 2-17,0AJ1,Penn West Canadian Fuel Ltd.,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870183,Chauvco Swan Hills 7-10,A2TG,TAQA North Ltd.,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870188,Shell Swan Hills 6-13,0T03,Shell Canada Limited,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870196,Chauvco Swan Hills 13-36,A2TG,TAQA North Ltd.,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870204,Saskoil Swan Hills 10-26,A6LC,CNOOC Petroleum North America ULC,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870208,Home Scurry Swan Hills 4-2,0LX9,Place Resources Corporation,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT8870218,Shell House Mountain 2-33,0T03,Shell Canada Limited,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT9982023,Cnw Swanh 16-32,0L99,Canada Northwest Energy Limited,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABBT9982035,Cnw Swan Hills 1-5,0L99,Canada Northwest Energy Limited,"311",Crude Oil Single-Well Battery,,,,,,,Suspended,LSD Centre,./0.png
ABGS0002549,Shell House Mountain,A6A7,Cardinal Energy Ltd.,"621",Gas Gathering System,,,,,,,Active,LSD Centre,./0.png
ABGS0003455,* Home Swan Hills,0HE9,Canadian Natural Resources Limited,"621",Gas Gathering System,,,,,,,Suspended,LSD Centre,./0.png
ABGS0003523,Star Swan Hills,A7N3,Acquisition Oil Corp.,"621",Gas Gathering System,,,,,,,Active,LSD Centre,./0.png
ABGS0003964,* Home Swan Hills,0HE9,Canadian Natural Resources Limited,"621",Gas Gathering System,,,,,,,Suspended,LSD Centre,./0.png
ABIF0007430,Shell House Mountain Unit #1,A6A7,Cardinal Energy Ltd.,"501",Enhanced Recovery Scheme,,,,,,,Active,LSD Centre,./0.png
ABIF0007444,International Corp. Deer Mtn.,A7ND,ACCEL Canada Holdings Limited,"501",Enhanced Recovery Scheme,,,,,,,Active,LSD Centre,./0.png
ABIF0007446,Home Inverness Unit #1,A7N3,Acquisition Oil Corp.,"501",Enhanced Recovery Scheme,,,,,,,Suspended,LSD Centre,./0.png
ABIF0007602,Esso Deer Mtn 10-27,A62D,BP Canada Energy Group ULC,"501",Enhanced Recovery Scheme,,,,,,,Suspended,LSD Centre,./0.png
ABIF0007726,Chauvco Swan Hills,A7N3,Acquisition Oil Corp.,"501",Enhanced Recovery Scheme,,,,,,,Suspended,LSD Centre,./0.png
ABIF0008223,Chem-Security Ethel,0A1G,Alberta Infrastructure,"503",Disposal,,,,,,,Active,LSD Centre,./0.png
ABMS0003092,Moosehorn River Sales,0TB3,NOVA Gas Transmission Ltd.,"632",Interconnect Receipt,,,,,,,Active,LSD Centre,./0.png
ABMS0122175,Swan Hills Miscible Injection (4918),0Z6J,ATCO Pipelines (North TN8263923),"632",Interconnect Receipt,,,,,,,Suspended,LSD Centre,./0.png
ABPL0134958,Wolverine Swan Hill Pipeline,A80M,Wolverine Energy And Infrastructure Inc.,"207",Oil Pipeline,,,,,,,Active,LSD Centre,./0.png
ABTM0000821,Swan Hills Terminal,"0205",Pembina Pipeline Corporation,"671",Tank Farm/Oil Loading and Unloading Terminal,,,,,,,Active,LSD Centre,./0.png
ABTM0000955,Ccs Swan Hills Terminal,0NZ1,Tervita Corporation,"671",Tank Farm/Oil Loading and Unloading Terminal,,,,,,,Suspended,LSD Centre,./0.png
ABTM0135966,Wolverine Swan Hills Terminal,A80M,Wolverine Energy And Infrastructure Inc.,"671",Tank Farm/Oil Loading and Unloading Terminal,,,,,,,Active,LSD Centre,./0.png
ABWP0000662,Tervita Swan Hills Waste Facility,0NZ1,Tervita Corporation,"701",Surface Waste Facility,,,,,,,Active,LSD Centre,./0.png
ABWS0000479,Csl Ethel Slough 13-6-67-8,,,"901",Water Source (Alberta Environment Licensed),,,,,,,,LSD Centre,./0.png
ABWS0000480,Atlantic Richfield Swan Hills,A7L1,Razor Energy Corp.,"901",Water Source (Alberta Environment Licensed),,,,,,,Active,LSD Centre,./0.png
ABWS0000483,Swan River 9-21-69-9,A5D4,Cenovus Energy Inc.,"901",Water Source (Alberta Environment Licensed),,,,,,,Active,LSD Centre,./0.png
ABWS0000503,Home Swan River,0HE9,Canadian Natural Resources Limited,"901",Water Source (Alberta Environment Licensed),,,,,,,Active,LSD Centre,./0.png
ABWS0000504,Dekalb Swan H Ww 16-25-67-10,,,"901",Water Source (Alberta Environment Licensed),,,,,,,,LSD Centre,./0.png
ABWS0000505,Tenn Swan H Moose Horn 4-8-68-10,,,"901",Water Source (Alberta Environment Licensed),,,,,,,,LSD Centre,./0.png
ABWS0000506,Inverness River Ww,A7N3,Acquisition Oil Corp.,"901",Water Source (Alberta Environment Licensed),,,,,,,Suspended,LSD Centre,./0.png
ABWS0000562,Sinclair Et Al Swanh In 4-9-70-10,,,"901",Water Source (Alberta Environment Licensed),,,,,,,,LSD Centre,./0.png
ABWS0096032,Arcan Swanh 2-28-68-8 Ws,A74X,Aspenleaf Energy Limited,"901",Water Source (Alberta Environment Licensed),,,,,,,Active,LSD Centre,./0.png
ABMS0079135,Swan Hills Waste Treatment (1930),0Z6J,ATCO Pipelines (North TN8263923),"634",Interconnect Non-Reconciled,,,,,,,Nonreporting,Section Centre,./0.png
ABMS0500543,Inverness River,0Z6J,ATCO Pipelines (North TN8263923),"631",Field Meter Station,,,,,,,Suspended,Section Centre,./0.png
ABMS0501721,House Mtn Net,0Z6J,ATCO Pipelines (North TN8263923),"631",Field Meter Station,,,,,,,Suspended,Section Centre,./0.png
